allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,0,17,0,0,0,0,11400,13,63,Brand,1,6,1370,8861,1370,7858,0,8,1,0,1,1,0,False,False,False,False,False,False,0,11820,10475,0,0,1,0,3853,3157,3020,1058,6653,1058,3364,21,3,10,0,6,1,457,57160,22966,6236,0,8,0,0,0,0,0,5,0,4523,1334,8264,0,0,0,46,False,UTILITY,23,1619,0,62317,24858,0,16800,4,947,0,36,53,196,1,0,633,558,2299,1,2,1,0,44,2,5,12,True
0,1,1,0,0,0,0,13898,15,67,Vayne,0,2,3904,7235,3904,9655,0,8,1,2,1,6,0,False,False,False,False,False,False,0,11997,9575,0,0,2,0,3508,3006,3124,3051,1055,1043,3340,18,4,12,393,4,3,374,6243,1920,5014,0,8,0,0,1,0,0,0,0,71706,15893,12105,0,0,0,700,False,TOP,1,1619,4,88311,23398,0,20953,0,3504,0,132,9,218,1,1,10361,5584,3833,2,3,1,0,16,1,0,8,True
0,0,7,0,0,0,0,9226,12,555,Pyke,9,3,0,0,0,12914,0,12,0,0,0,4,0,True,False,False,False,False,False,0,10030,9150,0,0,0,4,3857,3134,3117,3179,6691,3133,3340,23,2,7,0,3,1,232,0,0,15189,0,0,0,1,0,0,0,8,0,16486,5751,8676,0,0,0,461,False,UTILITY,23,1619,0,24775,8040,0,24638,0,2929,0,36,81,250,1,0,8289,2288,771,0,0,11,0,35,0,3,17,False
0,0,4,0,0,0,1,11763,14,236,Lucian,20,2,0,0,0,10726,0,12,1,1,0,11,0,True,False,False,False,False,False,3,12393,11325,0,0,0,4,6672,3158,6694,6675,1036,0,3363,24,1,9,450,3,2,436,7992,2149,11685,0,4,0,1,0,0,0,4,0,115833,17850,11943,1,0,0,426,False,BOTTOM,6,1619,0,135251,20824,0,24101,0,1979,0,172,75,238,1,0,11425,824,472,0,0,11,0,17,1,2,9,False
0,0,7,0,0,0,0,12620,14,1,Annie,0,3,68,927,68,11641,0,8,0,0,0,7,1,False,False,False,False,False,False,0,10378,8285,0,0,0,4,1056,3157,6653,1052,1001,1011,3340,17,0,3,0,0,1,300,66268,18993,10405,0,0,0,1,0,0,0,1,0,8440,1019,8933,0,0,0,445,False,MIDDLE,32,1619,0,75372,20675,831,19708,0,698,0,146,196,208,1,0,663,663,369,0,0,11,0,3,0,1,1,False
0,2,5,0,0,0,0,14863,16,23,Tryndamere,1,2,4175,4498,4175,28492,0,6,0,0,0,1,0,False,True,False,False,False,False,0,11811,11300,0,0,0,4,6671,1055,3814,3006,6694,0,3363,24,2,7,644,2,1,653,0,0,6273,0,2,0,1,0,0,0,3,0,136500,18015,22851,0,0,0,222,False,TOP,7,1619,2,136502,18015,0,33603,0,10349,0,179,44,174,1,0,2,0,4478,1,1,11,0,14,0,0,8,False
1,3,10,0,0,0,0,13929,15,876,Lillia,11,4,0,9831,0,19534,0,8,3,1,0,12,0,True,False,False,False,False,False,3,11004,10975,0,0,0,4,4637,1028,0,3110,6653,3158,3364,24,1,4,0,2,2,381,103053,14252,15937,0,104,0,1,0,0,0,11,0,19377,824,13076,0,0,0,395,False,JUNGLE,22,1619,91,182268,18639,0,30102,0,13369,0,72,800,195,1,0,59838,3562,1088,0,0,11,0,23,3,3,4,False
0,0,3,0,0,0,0,15505,16,75,Nasus,3,2,10691,16735,10691,67002,0,7,1,2,0,4,1,False,False,False,False,False,False,0,15038,14125,0,0,0,3,8001,6632,3009,3110,3075,3066,3340,20,3,11,37,6,2,487,24032,6747,12780,0,2,0,1,0,0,0,5,0,153786,26765,31676,0,0,0,222,False,MIDDLE,24,1806,2,178341,33744,0,50063,0,18764,0,192,1162,239,1,0,522,231,5605,2,3,11,0,17,1,1,9,False
0,6,6,0,0,0,0,12437,14,79,Gragas,12,6,0,18685,0,28624,0,8,4,0,0,9,0,False,False,False,False,False,False,2,10673,9925,0,0,0,3,3145,6656,2055,1058,3158,4629,3364,26,1,4,0,2,1,643,109603,16333,7176,0,86,0,1,0,0,0,24,0,17852,1487,30658,0,0,0,395,False,JUNGLE,51,1806,66,153014,18458,0,38937,4,14666,225,54,497,281,5,0,25558,637,1102,1,1,11,0,19,5,0,7,False
0,0,7,0,0,0,0,13812,15,1,Annie,0,2,167,167,167,16012,0,10,0,0,0,5,0,False,False,False,False,False,False,0,11478,10400,0,0,0,3,3191,2424,6653,1001,3116,3135,3340,18,1,4,0,2,1,281,88132,22324,3618,0,1,0,1,0,0,0,1,0,8886,1137,16141,0,0,0,445,False,TOP,35,1806,1,97736,23993,964,22413,0,944,0,169,388,286,1,0,717,531,2653,0,0,11,0,9,0,1,4,False
0,1,6,0,0,0,0,11886,14,119,Draven,32,9,1791,2928,1791,13145,0,12,2,0,1,18,0,False,False,False,False,False,False,0,14354,14050,0,0,0,3,6676,3508,6691,3006,3036,0,3363,34,3,10,915,2,1,260,0,0,8198,0,16,0,1,0,0,0,7,0,153837,21132,17797,0,0,0,426,False,BOTTOM,13,1806,12,159918,21615,0,28795,0,4210,997,163,78,369,4,0,6081,483,2799,1,1,11,0,30,2,3,11,False
0,2,13,0,0,0,0,10863,13,111,Nautilus,13,3,182,707,182,44589,0,12,1,0,0,9,0,False,False,False,False,False,False,0,8056,7425,0,0,0,3,3859,3190,3050,1029,3111,3801,3364,25,0,3,0,0,1,278,18300,5704,9700,0,0,0,1,0,0,0,17,0,8345,2321,16865,1,0,0,461,False,UTILITY,51,1806,0,31098,9055,1290,27402,0,1795,519,32,350,254,5,0,4453,1030,836,0,0,11,0,37,1,4,18,False
0,1,15,0,0,0,2,13081,15,63,Brand,18,5,1479,8381,1479,11134,0,8,2,1,0,5,1,False,True,False,False,False,False,4,11126,10900,0,0,0,0,3853,3116,6653,3165,0,3020,3364,23,1,6,0,2,2,489,52058,20118,6484,0,4,0,0,0,0,0,43,0,4147,1136,15920,0,0,0,328,False,UTILITY,45,1806,0,57174,22223,0,22907,4,2551,0,39,262,181,1,0,968,968,502,1,2,4,0,77,2,7,32,True
0,3,5,0,0,0,2,18111,17,86,Garen,1,3,5486,9204,5486,52806,0,4,1,0,0,3,0,False,False,False,False,False,False,0,14566,12600,0,1,2,0,1037,6631,3742,3111,3075,3044,3364,19,5,12,4,3,1,726,2286,428,13822,0,0,0,0,0,0,0,10,0,123252,14832,15698,0,0,0,218,False,TOP,39,1806,0,140054,23598,0,30644,0,4196,0,191,213,170,1,0,14516,8336,1123,3,3,4,0,22,1,4,3,True
0,0,13,0,0,0,0,15646,16,157,Yasuo,0,1,3557,7612,3557,25607,0,7,0,0,0,0,0,False,False,False,False,False,False,0,11656,11450,0,0,0,0,3153,3111,3031,1055,3033,0,3340,18,1,3,551,2,1,424,11692,1868,6648,0,8,0,0,0,0,0,6,0,115009,17991,16366,0,0,0,296,False,MIDDLE,32,1806,8,128574,21044,0,23293,0,5428,0,147,157,263,1,0,1872,1184,278,1,2,4,0,20,0,3,9,True
0,0,11,0,1,0,5,18347,17,81,Ezreal,7,5,10481,38890,10481,22175,0,6,0,5,0,6,10,True,False,False,True,False,False,3,20276,16833,0,2,2,0,6694,3078,3042,3110,3047,3074,3363,28,4,22,0,8,4,421,37695,13171,12189,0,33,0,0,0,0,0,4,0,233661,39109,15911,0,1,0,368,False,BOTTOM,22,1806,12,275803,53709,0,28439,8,10780,0,207,694,183,1,1,4446,1429,338,4,6,4,0,15,0,1,10,True
1,0,21,0,1,0,0,16700,17,64,LeeSin,11,10,2358,34589,2358,45034,0,7,8,1,3,0,0,True,False,False,False,False,False,0,13175,11650,0,0,1,0,8001,6630,0,3071,1011,3111,3340,25,1,6,0,3,2,439,40479,4182,15257,0,126,0,0,0,0,0,2,0,116429,14665,24173,0,0,0,35,False,JUNGLE,28,1806,72,194168,19926,1174,40103,15,20733,0,32,413,191,1,0,37259,1078,671,2,3,4,0,35,8,0,18,True
0,1,2,0,0,0,0,13387,15,8,Vladimir,2,3,0,0,0,10766,0,5,3,1,0,14,0,False,False,False,False,False,False,0,11630,11475,0,0,0,3,3089,3041,3158,4636,3108,3113,3363,17,2,7,0,3,2,574,103187,15284,16459,0,4,0,1,0,0,0,3,0,12029,431,8066,0,0,0,222,False,MIDDLE,3,1680,4,115296,15796,0,25439,0,18207,0,195,48,156,1,0,79,79,914,0,0,11,0,24,3,0,11,False
0,10,7,0,0,0,0,10615,13,20,Nunu,12,3,0,18626,0,26118,0,9,2,1,1,6,0,False,False,False,False,False,False,3,10223,9375,2,0,0,3,2031,3152,2055,3020,1058,4645,3364,17,3,8,0,3,2,496,46758,14898,12138,0,96,0,1,0,1,0,16,0,19583,552,24257,0,0,0,395,False,JUNGLE,28,1680,82,146794,16196,0,37513,0,16974,0,20,313,245,1,0,80452,745,1118,0,0,11,0,10,3,1,3,False
0,0,6,0,0,0,0,14433,15,1,Annie,1,2,1853,3030,1853,13493,0,3,0,0,0,0,0,False,False,False,False,False,False,0,10866,10150,0,0,0,3,1056,3157,6653,1001,3916,3116,3340,15,1,4,0,3,1,1136,103233,15623,6198,0,0,0,1,0,0,0,3,0,11583,561,8472,0,0,0,445,False,TOP,26,1680,0,120279,17002,1408,15276,0,960,0,216,358,84,1,0,5462,817,605,1,1,11,0,10,0,1,5,False
0,1,3,0,0,0,0,10665,13,222,Jinx,7,2,1278,1886,1278,7837,0,10,1,0,0,15,2,False,False,False,False,False,False,16,8522,8225,0,0,0,3,2031,6671,3094,3006,0,1055,3364,19,0,3,375,0,1,239,2450,477,5526,0,0,0,1,0,0,0,0,0,90252,8405,10339,0,0,0,527,False,BOTTOM,13,1680,0,93532,9218,0,16660,0,1303,52,146,85,236,2,0,829,334,795,0,0,11,0,15,1,5,2,False
0,1,8,0,0,0,0,8850,12,902,Milio,1,5,722,2498,722,5652,0,3,3,0,0,3,2,False,False,False,False,False,False,0,6124,5725,0,0,0,3,2065,2031,3853,3158,3114,3916,3364,18,0,0,0,0,0,1116,11831,2101,5470,0,0,0,1,0,0,0,3,0,3780,1346,5772,0,0,0,563,False,UTILITY,12,1680,0,18439,3625,5240,11750,0,5512,2481,14,202,52,5,0,2827,177,507,0,1,11,0,55,3,5,21,False
0,1,3,0,0,0,0,15573,16,150,Gnar,0,2,6030,6030,6030,13847,0,3,1,0,0,10,0,False,False,False,False,False,False,3,9928,8625,0,2,3,0,3091,6631,3111,1055,1033,0,3340,15,0,0,0,0,0,657,18027,796,8723,0,4,0,0,1,0,0,0,0,124039,6642,6118,1,0,0,247,False,TOP,18,1680,0,150602,7438,0,15295,4,4367,0,224,428,100,1,0,8535,0,453,3,4,1,0,15,1,1,10,True
1,6,4,0,1,0,3,15193,16,104,Graves,8,1,1545,45646,1545,15349,0,5,0,1,3,15,0,False,False,False,False,False,False,8,12488,10750,0,1,1,0,3006,6676,3095,3071,1036,0,3364,18,2,5,1567,3,2,586,9251,1122,12737,0,176,1,0,1,0,0,46,0,198031,10216,13419,0,0,0,281,False,JUNGLE,17,1680,103,244500,13085,0,26515,16,13346,0,38,449,163,1,0,37218,1746,357,3,3,1,0,22,0,6,0,True
0,0,7,0,0,0,2,15409,16,518,Neeko,13,2,4701,13968,4701,10034,0,2,0,0,0,3,0,False,False,False,False,False,False,0,10526,9760,0,0,1,0,3152,3020,1082,3145,3102,3916,3363,18,2,6,0,3,1,964,103976,19465,11495,0,4,0,0,0,0,0,2,0,13735,1712,6036,0,0,0,410,False,MIDDLE,28,1680,4,123667,21211,0,17793,0,3139,0,160,225,74,1,0,5955,33,260,2,7,1,0,17,0,2,7,True
0,6,3,0,0,0,0,14892,16,39,Irelia,6,2,7574,24306,7574,24816,0,5,1,1,0,9,0,False,True,False,False,False,False,12,16258,15675,1,0,0,0,3111,2420,3091,3153,6632,6333,3340,22,3,15,0,10,2,700,28747,5284,6513,0,8,0,0,0,0,0,31,0,140947,15115,17295,0,0,0,373,False,BOTTOM,15,1680,4,172255,21608,0,25115,2,11734,0,205,125,132,1,0,2559,1207,1306,3,3,1,0,16,1,1,9,True
0,1,8,0,0,0,0,10153,13,17,Teemo,10,7,3115,4984,3115,4947,0,8,3,0,0,2,0,False,False,True,False,False,False,1,9693,8150,0,0,0,0,3853,3165,6653,3020,0,0,3364,22,0,4,0,0,1,294,35751,17843,12117,0,2,0,0,0,0,0,2,0,7100,1325,1814,0,0,0,309,False,UTILITY,39,1680,0,43804,20122,0,14231,2,534,0,15,209,214,1,0,952,952,299,0,2,1,0,24,4,1,7,True
1,7,3,0,0,0,0,9036,12,145,Kaisa,0,9,1741,1741,1741,8004,0,5,2,0,0,2,0,False,False,False,False,False,False,3,9893,9250,2,0,0,3,6672,3124,3006,3035,0,0,3363,24,2,5,261,2,1,368,13663,5840,8882,0,0,0,1,0,0,0,5,0,83615,7839,8291,1,0,0,304,False,BOTTOM,2,1616,0,97278,13680,0,17866,0,3108,0,155,14,141,1,0,0,0,691,1,1,11,0,13,2,0,9,False
2,5,9,0,0,0,0,7846,11,25,Morgana,1,3,1302,1302,1302,9863,0,9,1,0,0,3,0,False,False,False,False,False,False,1,6409,6260,1,0,0,3,3853,2424,1052,3916,6653,3020,3364,17,0,0,0,0,0,306,30490,13343,6108,0,0,0,1,0,0,0,0,0,2454,723,12469,0,0,0,132,False,UTILITY,42,1616,0,33572,14695,1042,19239,0,1773,0,33,65,247,1,0,628,628,661,0,1,11,0,52,1,8,24,False
0,0,2,0,0,0,0,12493,14,1,Annie,0,2,1085,3885,1085,12261,0,5,0,0,0,0,2,False,False,False,False,False,False,0,8954,7750,0,0,0,3,1056,2424,6653,1001,3116,3191,3340,15,0,3,68,0,1,538,72459,16061,12137,0,0,0,1,0,0,0,0,0,7880,1002,4770,0,0,0,445,False,TOP,30,1616,0,82826,17554,862,17448,0,3024,0,161,276,118,1,0,2485,490,539,0,0,11,0,0,0,0,0,False
0,2,7,0,0,0,0,11186,13,26,Zilean,1,4,0,465,0,9114,0,4,0,0,0,23,1,False,False,False,False,False,False,0,7112,7050,0,0,0,3,3108,3070,1082,6653,3158,4632,3363,20,1,2,0,2,1,562,67142,8984,7470,0,1,0,1,0,0,0,21,0,7456,1033,9717,0,0,0,222,False,MIDDLE,16,1616,1,75053,10472,0,18049,0,5437,0,124,200,118,1,0,454,454,861,0,0,11,0,13,0,1,7,False
0,3,4,0,0,0,0,9769,12,59,JarvanIV,10,7,1409,11623,1409,33244,0,7,4,0,0,7,0,False,False,False,False,False,False,3,9606,9325,0,0,0,3,2055,6630,3111,1033,3748,1036,3364,26,1,3,0,2,1,274,6087,820,13122,0,100,0,1,0,0,0,11,0,108375,11222,19554,0,0,0,394,False,JUNGLE,18,1616,86,139224,12296,0,33549,0,13114,0,26,403,200,1,0,24761,253,873,0,0,11,0,23,5,2,10,False
0,0,6,0,0,0,5,13636,15,7,Leblanc,1,3,2773,6913,2773,7484,0,1,1,1,0,4,0,False,True,True,False,False,False,0,11447,9275,0,0,1,0,2424,4645,1058,0,3020,6655,3364,18,2,10,0,5,2,1082,77409,20731,5009,0,4,1,0,1,0,0,3,0,16277,1578,9452,0,0,0,353,False,MIDDLE,18,1616,0,97326,23138,0,15079,4,3936,0,147,103,38,1,0,3639,828,617,3,4,1,0,28,1,8,5,True
0,0,6,0,0,0,1,14930,16,82,Mordekaiser,9,3,4274,4372,4274,47541,0,4,0,1,0,2,0,False,False,True,False,False,False,0,11348,8700,0,1,1,0,3065,4633,3111,1054,1057,0,3340,13,1,4,0,2,2,668,127766,17060,15900,0,0,0,0,1,0,0,7,0,25096,2077,16757,0,0,0,352,False,TOP,7,1616,0,170672,20257,0,33392,0,14921,0,209,36,145,1,0,17807,1119,734,4,5,1,0,12,0,0,9,True
0,0,5,0,0,0,5,12640,14,202,Jhin,5,2,9356,21738,9356,10812,0,2,1,1,1,0,0,False,False,True,False,False,False,0,13926,11025,0,1,1,0,6671,3095,3094,2031,3009,0,3363,16,3,10,1601,5,2,636,14857,3035,7691,0,20,0,0,0,0,0,0,0,192783,28884,9419,0,0,0,872,False,BOTTOM,25,1616,8,213946,32288,0,17186,4,7905,0,226,142,52,1,0,6306,368,75,1,5,1,0,13,1,0,9,True
0,1,11,0,0,0,0,10092,13,40,Janna,4,6,1391,2634,1391,8666,0,3,4,0,0,1,0,False,False,False,False,False,False,0,7379,6000,0,0,2,0,2031,3853,2065,3012,3117,3114,3364,18,0,0,0,0,0,696,8683,2493,8191,0,0,0,0,1,0,0,0,0,6803,471,6269,0,0,0,590,False,UTILITY,23,1616,0,15486,2965,6407,14650,0,7702,4154,13,110,82,7,0,0,0,189,1,6,1,0,70,4,11,23,True
0,0,7,0,0,0,2,11914,14,64,LeeSin,1,4,2087,30740,2087,32063,0,3,4,0,2,0,0,False,False,False,True,False,False,7,11165,8500,0,1,1,0,0,6692,3071,1033,3111,0,3340,16,2,6,0,2,1,658,31729,2098,10218,0,138,0,0,1,0,0,5,0,123373,11238,17781,0,0,0,681,False,JUNGLE,21,1616,79,186398,14648,834,28210,25,15942,0,19,509,91,1,0,31294,1311,210,2,5,1,0,24,4,2,10,True
1,5,5,0,0,0,0,18700,18,266,Aatrox,27,6,2292,6215,2292,69431,0,8,1,2,0,25,0,False,False,False,False,False,False,0,13391,12675,2,0,0,2,3067,3156,3111,3123,6333,6692,3340,27,2,10,0,5,2,900,0,0,9844,0,5,0,1,0,0,0,37,0,135265,27801,30422,0,0,0,428,False,TOP,28,2090,5,139364,29731,0,46281,0,17617,0,194,264,389,1,0,4098,1929,6014,1,1,11,0,25,1,3,13,False
0,1,8,0,0,0,0,16479,16,75,Nasus,5,1,0,14545,0,32909,0,12,0,0,1,14,0,False,False,False,False,False,False,0,15532,14300,1,0,0,2,3508,3047,6671,3072,6676,0,3364,19,2,12,1603,5,1,372,20658,3313,9978,0,72,0,1,0,0,0,15,0,139222,18765,35868,0,0,0,618,False,JUNGLE,23,2090,58,204220,25029,0,46565,4,18406,0,70,246,386,1,0,44339,2950,718,0,0,11,0,18,0,2,10,False
8,3,13,0,0,0,0,14963,16,134,Syndra,0,5,0,4606,0,19315,0,11,1,0,0,1,0,False,False,False,False,False,False,18,11115,10675,1,0,0,2,3020,3157,3040,6655,0,0,3363,23,2,5,0,3,1,442,91049,21504,11666,0,5,0,1,0,0,0,33,0,12329,1239,18300,0,0,0,422,False,MIDDLE,39,2090,5,113762,23837,0,30503,0,4528,0,138,376,334,1,0,10383,1093,535,0,0,11,0,22,1,1,10,False
0,0,13,0,0,0,0,18993,18,110,Varus,0,1,3200,15270,3200,17992,0,14,0,0,0,2,1,False,False,False,False,False,False,0,15094,13900,0,0,0,2,1055,3124,3006,6672,3153,3156,3340,22,2,7,0,2,1,303,62456,13306,12846,0,21,0,1,0,0,0,0,0,150107,18180,22527,0,0,0,722,False,BOTTOM,27,2090,18,218378,31812,0,36281,0,8559,0,192,446,347,1,0,5815,325,907,1,1,11,0,19,0,5,8,False
0,0,11,0,0,0,3,16618,17,54,Malphite,0,3,0,4837,0,24500,0,5,1,0,0,2,1,False,False,False,False,False,False,0,12501,11475,0,0,0,2,6655,3860,4628,3089,0,3020,3364,19,3,11,0,4,1,535,49450,22221,5483,0,6,0,1,0,0,0,3,0,12863,3628,16828,0,0,0,275,False,UTILITY,29,2090,6,73740,27593,0,23109,0,4539,0,49,252,134,1,0,11426,1743,797,0,0,11,0,32,1,4,16,False
0,1,4,0,1,0,0,17744,17,517,Sylas,7,2,3523,6897,3523,42045,0,9,0,1,0,12,0,False,True,False,False,False,False,0,14884,13250,0,0,1,0,3157,3041,6657,1058,3158,4629,3363,21,2,13,0,4,2,855,140704,22612,18820,0,17,1,0,1,0,0,2,0,6077,272,31413,0,0,0,222,False,MIDDLE,22,2090,4,148601,24605,0,52374,9,13752,0,152,320,381,1,0,1819,1720,2140,0,3,2,0,8,0,1,6,True
0,8,9,0,0,0,0,19686,18,62,MonkeyKing,18,5,2282,47603,2282,41650,0,7,4,1,3,11,0,False,False,False,False,False,False,1,14791,14450,2,0,1,0,6632,3748,3047,6609,3156,1036,3364,28,2,8,0,3,2,901,21277,1925,17294,0,181,0,0,0,0,0,16,0,194971,18809,31034,0,0,0,394,False,JUNGLE,19,2090,91,272439,22796,0,51090,42,21479,0,42,225,276,1,0,56190,2061,2761,2,2,2,0,37,4,3,6,True
0,0,15,0,0,0,0,18077,17,1,Annie,2,2,2085,10206,2085,17476,0,11,0,0,0,0,0,False,False,False,False,False,False,0,11648,10810,0,1,1,0,1058,3157,6653,3116,0,1001,3340,20,0,1,0,0,1,353,86349,17269,8920,0,0,0,0,1,0,0,7,0,8794,808,18438,0,0,0,445,False,TOP,26,2090,0,98753,18673,2687,28201,0,1653,0,148,361,387,1,0,3609,595,841,1,4,2,0,18,0,2,9,True
0,0,8,0,1,0,0,18917,18,222,Jinx,0,2,13981,34872,13981,17013,0,9,0,2,0,1,1,False,False,False,True,False,False,0,18479,17050,0,0,1,0,3031,3095,3006,3094,6672,3036,3363,23,3,13,829,8,2,667,12293,2686,12797,0,70,0,0,0,0,0,5,0,273939,35313,18699,0,0,0,311,False,BOTTOM,28,2090,32,295970,41514,0,32876,20,8655,755,214,229,346,4,0,9737,3514,1379,5,7,2,0,16,0,2,8,True
1,4,12,1,0,0,0,16907,17,22,Ashe,36,9,4306,18076,4306,15383,0,9,3,1,1,2,0,False,False,True,False,False,False,0,16622,16645,1,1,1,0,3179,4005,6609,6692,3009,3071,3364,23,5,15,323,5,2,484,4296,3196,8729,0,16,0,0,0,0,0,18,0,142766,40540,15951,0,0,0,73,False,UTILITY,63,2090,0,147683,44228,0,25600,4,1891,0,76,700,292,1,0,620,491,919,2,6,2,0,81,3,10,25,True
0,4,12,0,0,0,4,23948,18,7,Leblanc,6,1,1524,12051,1524,29693,0,3,1,1,0,18,3,False,False,False,False,False,False,0,17054,16075,0,0,0,3,3041,3087,3020,4636,3100,3089,3363,20,2,10,279,5,2,1138,243456,44718,15568,0,8,0,1,0,0,0,11,0,62362,8441,27316,0,0,0,222,False,MIDDLE,25,2467,0,308180,55015,0,44323,0,19759,0,312,83,130,1,0,2361,1855,1438,0,1,10,0,33,1,8,15,False
0,7,6,1,0,0,0,17757,17,121,Khazix,15,7,0,35899,0,37290,0,10,5,3,2,11,0,False,False,False,False,False,False,5,20193,19765,0,0,0,3,6693,3071,3111,6694,6691,6676,3364,23,5,19,908,8,2,628,1443,1443,15974,0,137,0,1,0,0,0,24,0,223017,39667,33610,0,0,0,394,False,JUNGLE,16,2467,79,258555,42402,0,50872,28,19757,0,49,516,374,1,0,34094,1290,1286,1,1,10,0,48,5,10,6,False
0,2,13,0,0,0,0,19915,18,1,Annie,1,2,311,311,311,28290,0,11,0,0,0,11,1,False,False,False,False,False,False,0,13995,13100,0,0,0,3,1056,3157,6653,3116,3135,3020,3340,20,1,2,99,2,1,294,143241,30547,14476,0,4,0,1,0,0,0,4,0,11681,1160,18570,0,0,0,445,False,TOP,54,2467,4,159380,32752,3190,33547,0,4532,0,208,604,341,1,0,4456,1044,499,0,1,10,0,23,0,2,10,False
0,0,12,0,0,0,0,20224,18,895,Nilah,0,4,10526,15764,10526,40153,0,14,0,1,1,0,0,False,False,False,False,False,False,0,19695,19100,0,0,0,3,6676,6692,3046,3036,3072,6333,3363,30,3,12,1094,4,3,389,0,0,19047,0,23,0,1,0,0,0,0,0,271993,45051,24141,0,0,0,49,False,BOTTOM,18,2467,17,275156,46962,699,45569,0,18306,2580,230,159,444,6,1,3162,1911,2380,4,4,10,0,23,0,4,12,False
0,0,30,0,0,0,0,17588,17,26,Zilean,1,9,866,866,866,21261,0,12,5,0,0,0,0,False,False,False,False,False,False,1,10979,9325,0,0,0,3,3853,2065,3157,0,3158,4005,3364,23,0,0,0,0,0,485,51669,13939,14775,0,0,0,1,0,0,0,7,0,3756,943,17467,1,0,0,213,False,UTILITY,29,2467,0,55733,14882,0,33293,0,16949,7090,31,157,357,4,0,308,0,1049,0,2,10,0,69,7,7,25,False
0,0,13,0,0,0,1,29982,18,98,Shen,4,4,2680,6075,2680,95244,0,6,1,2,0,1,0,False,False,False,False,False,False,0,20336,20795,0,0,0,0,3065,3068,3143,3075,3748,3084,3340,24,4,14,24,5,3,912,86895,17409,27182,0,0,0,0,1,0,0,0,0,166530,27164,37497,0,0,0,653,False,TOP,60,2467,0,267454,45049,3732,66158,0,5445,0,317,399,316,1,1,14028,475,1478,2,2,6,0,30,1,2,14,True
2,8,16,0,2,0,3,20600,18,35,Shaco,27,5,1768,44451,1768,45154,0,5,3,1,2,8,0,False,False,True,False,False,False,17,18698,17550,1,0,1,0,3068,3153,3026,3111,3053,6692,3364,32,3,11,0,3,2,757,82951,11207,16912,0,167,1,0,1,0,0,15,0,121894,18477,34017,0,0,0,178,False,JUNGLE,35,2467,99,262208,32539,0,51385,28,23152,0,29,1030,220,1,0,57363,2854,455,2,3,6,0,44,4,7,3,True
0,0,14,0,0,0,0,20076,18,81,Ezreal,6,6,4574,10812,4574,13080,0,11,2,0,0,4,0,False,False,False,True,False,False,0,17709,16875,0,1,1,0,3087,6655,3100,3042,4645,3020,3363,26,1,7,512,3,1,423,140101,35833,16692,0,30,0,0,0,0,0,0,0,119739,11153,14556,0,0,0,449,False,MIDDLE,1,2467,25,267526,49305,0,32268,0,4951,0,228,88,369,1,0,7686,2318,1019,2,3,6,0,25,3,4,8,True
1,7,23,0,0,0,0,14659,15,412,Thresh,35,19,670,2695,670,24026,0,8,13,0,1,13,0,True,False,False,False,False,False,2,11286,10875,0,0,3,0,3860,2065,4638,3050,3109,3111,3364,35,0,2,0,0,1,720,20727,10101,16151,0,8,0,0,0,0,0,24,0,5037,1362,17444,0,0,0,106,False,UTILITY,60,2467,0,31363,12141,2122,35494,0,3514,0,44,321,262,1,0,5598,678,1898,0,0,6,0,123,12,14,46,True
0,0,9,0,0,0,0,17960,17,236,Lucian,9,4,3444,21137,3444,21554,0,13,0,5,0,2,0,False,True,False,False,False,False,2,18358,20075,0,2,2,0,3094,6671,3072,3111,3156,6672,3340,26,5,16,752,5,2,324,15494,3671,17777,0,24,0,0,0,0,0,3,0,257544,28751,22383,0,0,0,130,False,BOTTOM,7,2467,4,274319,32692,0,41458,16,12407,0,224,131,418,1,0,1280,269,1297,1,1,6,0,17,1,1,11,True
